ensembl_id,disease_efo_id,association_score
ENSG00000171094,MONDO_0014137,0.045353951503373034
ENSG00000196549,MONDO_0009655,0.007400497920106558
ENSG00000136826,MONDO_0008903,0.09851219679504204
ENSG00000154727,EFO_0001663,0.0021070862133636724
ENSG00000178035,EFO_0004288,0.003700248960053279
ENSG00000109670,EFO_0007328,0.04588308710466066
ENSG00000100453,MONDO_0008521,0.013408263245526394
ENSG00000197405,MONDO_0019736,0.0014800995840213117
ENSG00000017427,EFO_0003769,0.0014800995840213117
ENSG00000160200,EFO_0004211,0.0014800995840213117
ENSG00000112116,HP_0000739,0.003700248960053279
ENSG00000102466,EFO_0004462,0.2513661973608028
ENSG00000163930,EFO_0010642,0.5207211979192269
ENSG00000029559,MONDO_0007340,0.060773916766848395
ENSG00000112116,EFO_0004265,0.012580846464181148
ENSG00000116678,MONDO_0021355,0.0014800995840213117
ENSG00000019991,EFO_0007456,0.18501244800266392
ENSG00000120885,EFO_1000116,0.0014800995840213117
ENSG00000175591,MONDO_0009901,0.002220149376031967
ENSG00000118046,MONDO_0007888,0.07303376663374492
ENSG00000145216,EFO_0000708,0.18501244800266392
ENSG00000144908,MONDO_0015300,0.03785354686134504
ENSG00000177000,EFO_0000681,0.04471648083531053
ENSG00000139734,EFO_0003100,0.002220149376031967
ENSG00000187764,EFO_0005922,0.05245884064544867
ENSG00000187764,EFO_0006834,0.0014800995840213117
ENSG00000133895,EFO_0003762,0.011100746880159837
ENSG00000019991,MONDO_0800195,0.010710165045487543
ENSG00000167986,EFO_0005815,0.0014800995840213117
ENSG00000019991,MONDO_0016683,0.2775186720039959
ENSG00000137267,HP_0001250,0.11100746880159836
ENSG00000169710,OBA_2050096,0.07934846375910212
ENSG00000165092,EFO_0003014,0.019187435412969606
ENSG00000096060,MONDO_0020121,0.0014800995840213117
ENSG00000163221,MONDO_0016525,0.013875933600199794
ENSG00000187098,EFO_1000619,0.2775186720039959
ENSG00000134640,EFO_0004346,0.27458174288934944
ENSG00000110944,EFO_0004152,0.002220149376031967
ENSG00000170558,EFO_0005802,0.004440298752063934
ENSG00000163501,MONDO_0007987,0.03590721590835702
ENSG00000163501,EFO_0008527,0.004419741813396972
ENSG00000171094,MONDO_0019202,0.2785824935800112
ENSG00000181019,HP_0001397,0.01674440710192358
ENSG00000139734,EFO_1001999,0.002531193790952664
ENSG00000154727,EFO_1000636,0.013833038232454388
ENSG00000110944,EFO_0000699,0.0432039936429227
ENSG00000197405,MONDO_0002907,0.004810323648069262
ENSG00000019991,EFO_0022145,0.2333440340147634
ENSG00000118046,MONDO_0017400,0.03131150669997084
ENSG00000110245,EFO_0021897,0.570196361619307
ENSG00000187098,EFO_0003884,0.025675616395036367
ENSG00000181019,MONDO_0014403,0.035241171095547426
ENSG00000114013,EFO_0010266,0.03297661873199482
ENSG00000171094,MONDO_0017349,0.0033302240640479507
ENSG00000118046,MONDO_0007573,0.034271705868013466
ENSG00000101966,MONDO_0017979,0.008765067508819538
ENSG00000181929,EFO_1002048,0.1962148367245774
ENSG00000172482,MONDO_0007635,0.036151432339720534
ENSG00000153237,OBA_2043190,0.09903107645783583
ENSG00000170558,EFO_0000760,0.011470771776165166
ENSG00000107968,EFO_0000186,0.0128275297281847
ENSG00000100453,EFO_0002623,0.0051803485440745905
ENSG00000132671,EFO_1000172,0.003700248960053279
ENSG00000197405,EFO_1001467,0.0014800995840213117
ENSG00000111752,EFO_0803382,0.0014800995840213117
ENSG00000167986,MONDO_0018075,0.007400497920106558
ENSG00000154727,MONDO_0004557,0.002590174272037295
ENSG00000165916,EFO_0022238,0.05664169568499856
ENSG00000019991,EFO_1000485,0.0029601991680426234
ENSG00000197405,EFO_1001875,0.012381300504014368
ENSG00000163507,EFO_1000627,0.04351588768762637
ENSG00000110245,EFO_0004911,0.07094727898449903
ENSG00000110944,EFO_0000763,0.03898098372112886
ENSG00000133895,MONDO_0002025,0.002220149376031967
ENSG00000186951,HP_0001300,0.011854454450503208
ENSG00000118046,MONDO_0970943,0.040369716154181265
ENSG00000171094,EFO_1000156,0.1873867744186981
ENSG00000075043,MONDO_0008840,0.01978153094044483
ENSG00000165731,MONDO_0008073,0.06072656266180502
ENSG00000140675,MONDO_0008233,0.0014800995840213117
ENSG00000181019,HP_0001822,0.04525675995773009
ENSG00000154727,HP_0010992,0.013855376661532831
ENSG00000196839,EFO_0000309,0.013875933600199794
ENSG00000107968,EFO_0003032,0.0071949285334369315
ENSG00000110887,HP_0002315,0.002754629781372996
ENSG00000161509,EFO_0000512,0.18501244800266392
