subject,predicate,object,subject_category,object_category,knowledge_source,source_relationship
NCBIGene:3479,biolink:gene_associated_with_condition,EFO:0005773,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5338,biolink:gene_associated_with_condition,EFO:0004142,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51561,biolink:gene_associated_with_condition,Orphanet:169446,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2908,biolink:gene_associated_with_condition,MONDO:0003758,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5465,biolink:gene_associated_with_condition,MONDO:0014789,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1286,biolink:gene_associated_with_condition,EFO:0009805,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4286,biolink:gene_associated_with_condition,MONDO:0016381,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9370,biolink:gene_associated_with_condition,EFO:0006566,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6754,biolink:gene_associated_with_condition,EFO:0000401,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5979,biolink:gene_associated_with_condition,MONDO:0016294,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8204,biolink:gene_associated_with_condition,EFO:0002616,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5979,biolink:gene_associated_with_condition,EFO:0000326,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:728,biolink:gene_associated_with_condition,EFO:0006340,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10507,biolink:gene_associated_with_condition,MONDO:0100281,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:355,biolink:gene_associated_with_condition,EFO:0007990,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:189,biolink:gene_associated_with_condition,EFO:0003884,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9370,biolink:gene_associated_with_condition,MONDO:0007376,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2908,biolink:gene_associated_with_condition,EFO:0006859,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6713,biolink:gene_associated_with_condition,EFO:0007986,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3549,biolink:gene_associated_with_condition,MONDO:0008618,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4807,biolink:gene_associated_with_condition,MONDO:0024540,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2908,biolink:gene_associated_with_condition,HP:0012115,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4311,biolink:gene_associated_with_condition,OBA:VT0005416,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9314,biolink:gene_associated_with_condition,EFO:0009449,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:546,biolink:gene_associated_with_condition,MONDO:0018945,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:942,biolink:gene_associated_with_condition,MONDO:0011569,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:117583,biolink:gene_associated_with_condition,OBA:2050062,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3479,biolink:gene_associated_with_condition,MONDO:0017349,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1509,biolink:gene_associated_with_condition,Orphanet:585,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:480,biolink:gene_associated_with_condition,EFO:0005207,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:112714,biolink:gene_associated_with_condition,EFO:0009708,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3785,biolink:gene_associated_with_condition,EFO:0004247,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1728,biolink:gene_associated_with_condition,EFO:0006340,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:55294,biolink:gene_associated_with_condition,EFO:0000729,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3231,biolink:gene_associated_with_condition,MONDO:0016558,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1000,biolink:gene_associated_with_condition,EFO:0004906,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3605,biolink:gene_associated_with_condition,EFO:0007405,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6794,biolink:gene_associated_with_condition,HP:0100582,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3082,biolink:gene_associated_with_condition,EFO:0007874,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:345,biolink:gene_associated_with_condition,EFO:1001176,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1326,biolink:gene_associated_with_condition,EFO:0000612,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3590,biolink:gene_associated_with_condition,EFO:0000095,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4286,biolink:gene_associated_with_condition,OBA:0004528,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4311,biolink:gene_associated_with_condition,MONDO:0100319,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2867,biolink:gene_associated_with_condition,HP:0040270,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:719,biolink:gene_associated_with_condition,EFO:0003888,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3479,biolink:gene_associated_with_condition,EFO:1001312,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3479,biolink:gene_associated_with_condition,MONDO:0009872,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2260,biolink:gene_associated_with_condition,EFO:1000478,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2551,biolink:gene_associated_with_condition,MONDO:0001134,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:238,biolink:gene_associated_with_condition,MONDO:0014172,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10840,biolink:gene_associated_with_condition,EFO:0004509,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:238,biolink:gene_associated_with_condition,EFO:0002939,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:241,biolink:gene_associated_with_condition,EFO:0000712,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4286,biolink:gene_associated_with_condition,MONDO:0008982,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:100,biolink:gene_associated_with_condition,EFO:0001378,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51561,biolink:gene_associated_with_condition,EFO:0007540,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5979,biolink:gene_associated_with_condition,EFO:0006890,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:216,biolink:gene_associated_with_condition,EFO:0801555,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5465,biolink:gene_associated_with_condition,EFO:0022337,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10507,biolink:gene_associated_with_condition,MONDO:0033554,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6416,biolink:gene_associated_with_condition,EFO:1001927,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10840,biolink:gene_associated_with_condition,EFO:0009071,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3732,biolink:gene_associated_with_condition,EFO:0004305,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2358,biolink:gene_associated_with_condition,EFO:0003029,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:238,biolink:gene_associated_with_condition,MONDO:0014137,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4311,biolink:gene_associated_with_condition,MONDO:0009655,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9314,biolink:gene_associated_with_condition,MONDO:0008903,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2551,biolink:gene_associated_with_condition,EFO:0001663,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3615,biolink:gene_associated_with_condition,EFO:0004288,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:55294,biolink:gene_associated_with_condition,EFO:0007328,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3002,biolink:gene_associated_with_condition,MONDO:0008521,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:728,biolink:gene_associated_with_condition,MONDO:0019736,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3479,biolink:gene_associated_with_condition,EFO:0003769,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:875,biolink:gene_associated_with_condition,EFO:0004211,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:112744,biolink:gene_associated_with_condition,HP:0000739,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2259,biolink:gene_associated_with_condition,EFO:0004462,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8314,biolink:gene_associated_with_condition,EFO:0010642,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3381,biolink:gene_associated_with_condition,MONDO:0007340,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:112744,biolink:gene_associated_with_condition,EFO:0004265,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3953,biolink:gene_associated_with_condition,MONDO:0021355,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3082,biolink:gene_associated_with_condition,EFO:0007456,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1191,biolink:gene_associated_with_condition,EFO:1000116,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5029,biolink:gene_associated_with_condition,MONDO:0009901,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6794,biolink:gene_associated_with_condition,MONDO:0007888,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:81608,biolink:gene_associated_with_condition,EFO:0000708,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10840,biolink:gene_associated_with_condition,MONDO:0015300,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4524,biolink:gene_associated_with_condition,EFO:0000681,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:81624,biolink:gene_associated_with_condition,EFO:0003100,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10507,biolink:gene_associated_with_condition,EFO:0005922,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10507,biolink:gene_associated_with_condition,EFO:0006834,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4221,biolink:gene_associated_with_condition,EFO:0003762,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3082,biolink:gene_associated_with_condition,MONDO:0800195,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1642,biolink:gene_associated_with_condition,EFO:0005815,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3082,biolink:gene_associated_with_condition,MONDO:0016683,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7280,biolink:gene_associated_with_condition,HP:0001250,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2194,biolink:gene_associated_with_condition,OBA:2050096,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:216,biolink:gene_associated_with_condition,EFO:0003014,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2289,biolink:gene_associated_with_condition,MONDO:0020121,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6283,biolink:gene_associated_with_condition,MONDO:0016525,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4286,biolink:gene_associated_with_condition,EFO:1000619,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4544,biolink:gene_associated_with_condition,EFO:0004346,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51561,biolink:gene_associated_with_condition,EFO:0004152,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1000,biolink:gene_associated_with_condition,EFO:0005802,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3549,biolink:gene_associated_with_condition,MONDO:0007987,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3549,biolink:gene_associated_with_condition,EFO:0008527,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:238,biolink:gene_associated_with_condition,MONDO:0019202,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1728,biolink:gene_associated_with_condition,HP:0001397,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:81624,biolink:gene_associated_with_condition,EFO:1001999,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2551,biolink:gene_associated_with_condition,EFO:1000636,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51561,biolink:gene_associated_with_condition,EFO:0000699,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:728,biolink:gene_associated_with_condition,MONDO:0002907,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3082,biolink:gene_associated_with_condition,EFO:0022145,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6794,biolink:gene_associated_with_condition,MONDO:0017400,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:345,biolink:gene_associated_with_condition,EFO:0021897,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4286,biolink:gene_associated_with_condition,EFO:0003884,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1728,biolink:gene_associated_with_condition,MONDO:0014403,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:942,biolink:gene_associated_with_condition,EFO:0010266,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:238,biolink:gene_associated_with_condition,MONDO:0017349,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6794,biolink:gene_associated_with_condition,MONDO:0007573,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:331,biolink:gene_associated_with_condition,MONDO:0017979,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5571,biolink:gene_associated_with_condition,EFO:1002048,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:189,biolink:gene_associated_with_condition,MONDO:0007635,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:130940,biolink:gene_associated_with_condition,OBA:2043190,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1000,biolink:gene_associated_with_condition,EFO:0000760,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1326,biolink:gene_associated_with_condition,EFO:0000186,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3002,biolink:gene_associated_with_condition,EFO:0002623,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6754,biolink:gene_associated_with_condition,EFO:1000172,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:728,biolink:gene_associated_with_condition,EFO:1001467,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1911,biolink:gene_associated_with_condition,EFO:0803382,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1642,biolink:gene_associated_with_condition,MONDO:0018075,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2551,biolink:gene_associated_with_condition,MONDO:0004557,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5702,biolink:gene_associated_with_condition,EFO:0022238,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3082,biolink:gene_associated_with_condition,EFO:1000485,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:728,biolink:gene_associated_with_condition,EFO:1001875,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:57650,biolink:gene_associated_with_condition,EFO:1000627,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:345,biolink:gene_associated_with_condition,EFO:0004911,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51561,biolink:gene_associated_with_condition,EFO:0000763,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4221,biolink:gene_associated_with_condition,MONDO:0002025,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5465,biolink:gene_associated_with_condition,HP:0001300,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6794,biolink:gene_associated_with_condition,MONDO:0970943,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:238,biolink:gene_associated_with_condition,EFO:1000156,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3785,biolink:gene_associated_with_condition,MONDO:0008840,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5979,biolink:gene_associated_with_condition,MONDO:0008073,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6524,biolink:gene_associated_with_condition,MONDO:0008233,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1728,biolink:gene_associated_with_condition,HP:0001822,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2551,biolink:gene_associated_with_condition,HP:0010992,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:100,biolink:gene_associated_with_condition,EFO:0000309,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1326,biolink:gene_associated_with_condition,EFO:0003032,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1610,biolink:gene_associated_with_condition,HP:0002315,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2905,biolink:gene_associated_with_condition,EFO:0000512,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3953,biolink:gene_associated_with_condition,MONDO:0005277,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9314,biolink:gene_associated_with_condition,EFO:1001078,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:348980,biolink:gene_associated_with_condition,EFO:0000519,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:331,biolink:gene_associated_with_condition,MONDO:0005148,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6361,biolink:gene_associated_with_condition,EFO:0005537,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3953,biolink:gene_associated_with_condition,Orphanet:69076,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:355,biolink:gene_associated_with_condition,EFO:1000417,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:111,biolink:gene_associated_with_condition,EFO:1000727,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4311,biolink:gene_associated_with_condition,EFO:0007344,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3785,biolink:gene_associated_with_condition,HP:0003040,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:719,biolink:gene_associated_with_condition,Orphanet:1334,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3784,biolink:gene_associated_with_condition,MONDO:0014550,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51075,biolink:gene_associated_with_condition,MONDO:0005351,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4549,biolink:gene_associated_with_condition,EFO:0000401,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4286,biolink:gene_associated_with_condition,EFO:0010681,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:238,biolink:gene_associated_with_condition,MONDO:0002120,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4830,biolink:gene_associated_with_condition,MONDO:0016642,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:355,biolink:gene_associated_with_condition,EFO:0007494,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9575,biolink:gene_associated_with_condition,EFO:0005225,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2260,biolink:gene_associated_with_condition,MONDO:0001149,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:942,biolink:gene_associated_with_condition,EFO:0005547,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1000,biolink:gene_associated_with_condition,EFO:1000601,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3549,biolink:gene_associated_with_condition,MONDO:0002691,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2260,biolink:gene_associated_with_condition,Orphanet:85199,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1728,biolink:gene_associated_with_condition,MONDO:0021117,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2551,biolink:gene_associated_with_condition,EFO:1001219,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6524,biolink:gene_associated_with_condition,EFO:0003770,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3002,biolink:gene_associated_with_condition,MONDO:0008280,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4524,biolink:gene_associated_with_condition,EFO:0004259,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6283,biolink:gene_associated_with_condition,MONDO:0005351,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3953,biolink:gene_associated_with_condition,MONDO:0009239,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:238,biolink:gene_associated_with_condition,EFO:0003768,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:112744,biolink:gene_associated_with_condition,EFO:0001066,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1000,biolink:gene_associated_with_condition,MONDO:0018531,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5148,biolink:gene_associated_with_condition,EFO:0009606,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2194,biolink:gene_associated_with_condition,MONDO:0011142,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:187,biolink:gene_associated_with_condition,MONDO:0019145,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1638,biolink:gene_associated_with_condition,MONDO:0008380,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3785,biolink:gene_associated_with_condition,MONDO:0020310,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3784,biolink:gene_associated_with_condition,EFO:0801229,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6794,biolink:gene_associated_with_condition,EFO:1000566,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:331,biolink:gene_associated_with_condition,EFO:0007132,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9370,biolink:gene_associated_with_condition,EFO:0006792,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2358,biolink:gene_associated_with_condition,HP:0040187,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:241,biolink:gene_associated_with_condition,MONDO:0007142,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1728,biolink:gene_associated_with_condition,HP:0100543,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3082,biolink:gene_associated_with_condition,MONDO:0021086,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:187,biolink:gene_associated_with_condition,EFO:0003086,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:355,biolink:gene_associated_with_condition,MONDO:0014491,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5236,biolink:gene_associated_with_condition,EFO:0022293,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1075,biolink:gene_associated_with_condition,MONDO:0016168,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4807,biolink:gene_associated_with_condition,MONDO:0013960,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:55294,biolink:gene_associated_with_condition,MONDO:0044925,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5029,biolink:gene_associated_with_condition,MONDO:0002462,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:345,biolink:gene_associated_with_condition,EFO:0022335,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5715,biolink:gene_associated_with_condition,MONDO:0018079,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2867,biolink:gene_associated_with_condition,EFO:0007834,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:23409,biolink:gene_associated_with_condition,HP:0000855,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:241,biolink:gene_associated_with_condition,HP:0000855,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2289,biolink:gene_associated_with_condition,MONDO:0001657,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5571,biolink:gene_associated_with_condition,MONDO:0008315,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1000,biolink:gene_associated_with_condition,EFO:1001496,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:292,biolink:gene_associated_with_condition,EFO:0005319,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:112744,biolink:gene_associated_with_condition,MONDO:0005148,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:939,biolink:gene_associated_with_condition,EFO:0003047,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5571,biolink:gene_associated_with_condition,MONDO:0044635,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1075,biolink:gene_associated_with_condition,EFO:0003948,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:117583,biolink:gene_associated_with_condition,HP:0003419,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10507,biolink:gene_associated_with_condition,EFO:0001075,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1728,biolink:gene_associated_with_condition,EFO:0006527,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4807,biolink:gene_associated_with_condition,MONDO:0100316,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3549,biolink:gene_associated_with_condition,Orphanet:2484,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5236,biolink:gene_associated_with_condition,MONDO:0007915,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1394,biolink:gene_associated_with_condition,MONDO:0021251,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6713,biolink:gene_associated_with_condition,EFO:0000339,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3171,biolink:gene_associated_with_condition,MONDO:0100096,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3549,biolink:gene_associated_with_condition,MONDO:0013561,biolink:Gene,biolink:Disease,OpenTargets,associated_with
