subject,predicate,object,subject_category,object_category,knowledge_source,source_relationship
NCBIGene:5597,biolink:gene_associated_with_condition,MONDO:0024465,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6404,biolink:gene_associated_with_condition,EFO:1001991,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4025,biolink:gene_associated_with_condition,EFO:0000621,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5715,biolink:gene_associated_with_condition,Orphanet:654,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1326,biolink:gene_associated_with_condition,Orphanet:983,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6138,biolink:gene_associated_with_condition,MONDO:0002529,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4549,biolink:gene_associated_with_condition,MONDO:0005180,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:331,biolink:gene_associated_with_condition,MONDO:0018899,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:23387,biolink:gene_associated_with_condition,EFO:0005246,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51755,biolink:gene_associated_with_condition,EFO:0006807,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:728,biolink:gene_associated_with_condition,HP:0100806,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:939,biolink:gene_associated_with_condition,EFO:0008546,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:331,biolink:gene_associated_with_condition,MONDO:0009571,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5571,biolink:gene_associated_with_condition,MONDO:0011962,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1718,biolink:gene_associated_with_condition,MONDO:0000491,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3145,biolink:gene_associated_with_condition,EFO:0920022,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1013,biolink:gene_associated_with_condition,EFO:0000544,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5452,biolink:gene_associated_with_condition,HP:0002960,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:112714,biolink:gene_associated_with_condition,EFO:1000355,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9575,biolink:gene_associated_with_condition,EFO:0008569,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5452,biolink:gene_associated_with_condition,EFO:0002939,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2905,biolink:gene_associated_with_condition,EFO:0009188,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4311,biolink:gene_associated_with_condition,EFO:1000299,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4830,biolink:gene_associated_with_condition,EFO:1001955,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:29128,biolink:gene_associated_with_condition,EFO:0022337,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10507,biolink:gene_associated_with_condition,MONDO:0002635,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:348980,biolink:gene_associated_with_condition,Orphanet:99750,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10507,biolink:gene_associated_with_condition,EFO:0000095,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:29128,biolink:gene_associated_with_condition,EFO:0002617,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1718,biolink:gene_associated_with_condition,EFO:0004610,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9575,biolink:gene_associated_with_condition,HP:0002721,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6427,biolink:gene_associated_with_condition,EFO:1000388,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6361,biolink:gene_associated_with_condition,EFO:0003767,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4549,biolink:gene_associated_with_condition,MONDO:0008021,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6404,biolink:gene_associated_with_condition,EFO:0003778,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6559,biolink:gene_associated_with_condition,EFO:1000359,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3002,biolink:gene_associated_with_condition,HP:0011947,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4544,biolink:gene_associated_with_condition,EFO:0004994,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51755,biolink:gene_associated_with_condition,EFO:0003833,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10866,biolink:gene_associated_with_condition,EFO:0000209,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:58498,biolink:gene_associated_with_condition,EFO:0009646,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1191,biolink:gene_associated_with_condition,EFO:1000318,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3002,biolink:gene_associated_with_condition,MONDO:0024477,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5029,biolink:gene_associated_with_condition,EFO:0004260,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5702,biolink:gene_associated_with_condition,EFO:0005952,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5236,biolink:gene_associated_with_condition,EFO:0022254,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:81608,biolink:gene_associated_with_condition,OBA:0003747,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:875,biolink:gene_associated_with_condition,MONDO:0002334,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1647,biolink:gene_associated_with_condition,EFO:0001379,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:54577,biolink:gene_associated_with_condition,EFO:0801555,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3381,biolink:gene_associated_with_condition,EFO:0005287,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:939,biolink:gene_associated_with_condition,EFO:1001496,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1075,biolink:gene_associated_with_condition,MONDO:0007056,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8314,biolink:gene_associated_with_condition,EFO:0008509,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3171,biolink:gene_associated_with_condition,MONDO:0012923,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2739,biolink:gene_associated_with_condition,EFO:0006888,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3231,biolink:gene_associated_with_condition,OBA:1000110,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8204,biolink:gene_associated_with_condition,EFO:0000195,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9575,biolink:gene_associated_with_condition,EFO:0000564,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3756,biolink:gene_associated_with_condition,EFO:1001901,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:23387,biolink:gene_associated_with_condition,Orphanet:2697,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5715,biolink:gene_associated_with_condition,HP:0100660,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3002,biolink:gene_associated_with_condition,EFO:1001961,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4882,biolink:gene_associated_with_condition,Orphanet:1788,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2259,biolink:gene_associated_with_condition,MONDO:0018321,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9498,biolink:gene_associated_with_condition,EFO:0005689,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3752,biolink:gene_associated_with_condition,EFO:0005106,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:331,biolink:gene_associated_with_condition,EFO:0000649,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3549,biolink:gene_associated_with_condition,MONDO:0002253,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:331,biolink:gene_associated_with_condition,MONDO:0013279,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3752,biolink:gene_associated_with_condition,MONDO:0013318,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:480,biolink:gene_associated_with_condition,MONDO:0015746,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:345,biolink:gene_associated_with_condition,MONDO:0011448,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4717,biolink:gene_associated_with_condition,EFO:1001496,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:81608,biolink:gene_associated_with_condition,EFO:0003060,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:187,biolink:gene_associated_with_condition,EFO:1000044,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:345,biolink:gene_associated_with_condition,MONDO:0019439,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10866,biolink:gene_associated_with_condition,EFO:0001065,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1191,biolink:gene_associated_with_condition,MONDO:0021118,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4549,biolink:gene_associated_with_condition,EFO:0004540,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4025,biolink:gene_associated_with_condition,MONDO:0008280,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:81608,biolink:gene_associated_with_condition,EFO:0000255,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1394,biolink:gene_associated_with_condition,EFO:0022159,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:875,biolink:gene_associated_with_condition,MONDO:0008476,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7058,biolink:gene_associated_with_condition,EFO:0004986,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5571,biolink:gene_associated_with_condition,Orphanet:30,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3549,biolink:gene_associated_with_condition,EFO:0009666,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10507,biolink:gene_associated_with_condition,Orphanet:167,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:187,biolink:gene_associated_with_condition,EFO:0008583,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1075,biolink:gene_associated_with_condition,MONDO:0002635,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6361,biolink:gene_associated_with_condition,MONDO:0001134,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8204,biolink:gene_associated_with_condition,MONDO:0005277,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:55779,biolink:gene_associated_with_condition,MONDO:0033622,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1394,biolink:gene_associated_with_condition,EFO:0000668,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:84634,biolink:gene_associated_with_condition,EFO:1001491,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:187,biolink:gene_associated_with_condition,MONDO:0002050,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4830,biolink:gene_associated_with_condition,EFO:1000263,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5597,biolink:gene_associated_with_condition,EFO:1000758,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5715,biolink:gene_associated_with_condition,EFO:0000621,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:546,biolink:gene_associated_with_condition,MONDO:0043479,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8115,biolink:gene_associated_with_condition,EFO:0005592,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5715,biolink:gene_associated_with_condition,MONDO:0020066,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5715,biolink:gene_associated_with_condition,EFO:0000519,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3732,biolink:gene_associated_with_condition,MONDO:0009491,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:719,biolink:gene_associated_with_condition,MONDO:0009480,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5029,biolink:gene_associated_with_condition,EFO:0007292,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10383,biolink:gene_associated_with_condition,EFO:0000333,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6559,biolink:gene_associated_with_condition,EFO:0000621,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9498,biolink:gene_associated_with_condition,EFO:0004255,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3732,biolink:gene_associated_with_condition,MONDO:0970993,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:11343,biolink:gene_associated_with_condition,MONDO:0030996,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:23409,biolink:gene_associated_with_condition,MONDO:0024477,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4882,biolink:gene_associated_with_condition,HP:0001987,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6416,biolink:gene_associated_with_condition,EFO:0004710,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5715,biolink:gene_associated_with_condition,EFO:1000961,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6404,biolink:gene_associated_with_condition,MONDO:0957809,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:57650,biolink:gene_associated_with_condition,EFO:0008496,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8314,biolink:gene_associated_with_condition,MONDO:0018653,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6167,biolink:gene_associated_with_condition,MONDO:0007254,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:875,biolink:gene_associated_with_condition,Orphanet:758,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6559,biolink:gene_associated_with_condition,EFO:0005251,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8204,biolink:gene_associated_with_condition,MONDO:0030925,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9314,biolink:gene_associated_with_condition,MONDO:0001657,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2739,biolink:gene_associated_with_condition,EFO:0000616,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3231,biolink:gene_associated_with_condition,OBA:2050065,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5715,biolink:gene_associated_with_condition,EFO:0004254,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7058,biolink:gene_associated_with_condition,EFO:0009315,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2194,biolink:gene_associated_with_condition,EFO:0004906,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:187,biolink:gene_associated_with_condition,EFO:0000713,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4882,biolink:gene_associated_with_condition,EFO:0007789,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:388,biolink:gene_associated_with_condition,EFO:0000612,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:345,biolink:gene_associated_with_condition,EFO:0022160,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:189,biolink:gene_associated_with_condition,MONDO:0013044,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2289,biolink:gene_associated_with_condition,MONDO:0017413,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4717,biolink:gene_associated_with_condition,EFO:1000789,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2259,biolink:gene_associated_with_condition,EFO:0003060,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5597,biolink:gene_associated_with_condition,MONDO:0033673,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:216,biolink:gene_associated_with_condition,EFO:0004249,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:187,biolink:gene_associated_with_condition,EFO:0000555,biolink:Gene,biolink:Disease,OpenTargets,associated_with
