id,category,name
MONDO:0004737,biolink:Disease,homocystinuria
MONDO:0015540,biolink:Disease,hemophagocytic syndrome
EFO:0006835,biolink:Disease,EFO:0006835
MONDO:0019472,biolink:Disease,extranodal nasal NK/T cell lymphoma
EFO:0022154,biolink:Disease,EFO:0022154
EFO:0004838,biolink:Disease,EFO:0004838
MONDO:0002041,biolink:Disease,fungal infectious disease
MONDO:0011988,biolink:Disease,neutrophil immunodeficiency syndrome
EFO:0022326,biolink:Disease,EFO:0022326
HP:0012531,biolink:Disease,HP:0012531
MONDO:0010444,biolink:Disease,X-linked dyserythropoetic anemia with abnormal platelets and neutropenia
EFO:0000551,biolink:Disease,EFO:0000551
HP:0001410,biolink:Disease,HP:0001410
HP:0032252,biolink:Disease,HP:0032252
MONDO:0006485,biolink:Disease,uterine carcinosarcoma
