source_id,mondo_id,prefix,normalized,status
MONDO:0001572,MONDO:0001572,MONDO,False,already_mondo
EFO:1000789,MONDO:0006632,EFO,True,mapped
EFO:0010351,,EFO,False,unmapped
EFO:0004725,,EFO,False,unmapped
EFO:0002618,MONDO:0005192,EFO,True,mapped
EFO:0004244,MONDO:0015925,EFO,True,mapped
MONDO:0021248,MONDO:0021248,MONDO,False,already_mondo
MONDO:0007795,MONDO:0007795,MONDO,False,already_mondo
MONDO:0005184,MONDO:0005184,MONDO,False,already_mondo
EFO:1000680,MONDO:0018746,EFO,True,mapped
Orphanet:98813,MONDO:0010293,Orphanet,True,mapped
MONDO:0800373,MONDO:0800373,MONDO,False,already_mondo
MONDO:0030307,MONDO:0030307,MONDO,False,already_mondo
MONDO:0008734,MONDO:0008734,MONDO,False,already_mondo
MONDO:0013372,MONDO:0013372,MONDO,False,already_mondo
EFO:0020921,,EFO,False,unmapped
EFO:0000719,,EFO,False,unmapped
EFO:0022258,,EFO,False,unmapped
EFO:0011011,,EFO,False,unmapped
HP:0005268,,HP,False,skipped_prefix
MONDO:0009833,MONDO:0009833,MONDO,False,already_mondo
EFO:0007985,,EFO,False,unmapped
EFO:0004309,,EFO,False,unmapped
OBA:2042371,,OBA,False,skipped_prefix
EFO:1000483,MONDO:0006377,EFO,True,mapped
MONDO:0010726,MONDO:0010726,MONDO,False,already_mondo
MONDO:0004975,MONDO:0004975,MONDO,False,already_mondo
MONDO:0007309,MONDO:0007309,MONDO,False,already_mondo
MONDO:0019696,MONDO:0019696,MONDO,False,already_mondo
EFO:0009689,MONDO:0004184,EFO,True,mapped
MONDO:0015974,MONDO:0015974,MONDO,False,already_mondo
MONDO:0800043,MONDO:0800043,MONDO,False,already_mondo
EFO:0009682,MONDO:0024575,EFO,True,mapped
MONDO:0013459,MONDO:0013459,MONDO,False,already_mondo
EFO:0002608,MONDO:0020689,EFO,True,mapped
HP:0001395,,HP,False,skipped_prefix
MONDO:0007739,MONDO:0007739,MONDO,False,already_mondo
HP:0000539,,HP,False,skipped_prefix
EFO:0022322,,EFO,False,unmapped
MONDO:0019772,MONDO:0019772,MONDO,False,already_mondo
EFO:0022265,,EFO,False,unmapped
Orphanet:47,MONDO:0010421,Orphanet,True,mapped
EFO:0005761,MONDO:0005556,EFO,True,mapped
MONDO:0007064,MONDO:0007064,MONDO,False,already_mondo
EFO:1001052,MONDO:0006861,EFO,True,mapped
MONDO:0002814,MONDO:0002814,MONDO,False,already_mondo
HP:0000112,,HP,False,skipped_prefix
HP:0002202,,HP,False,skipped_prefix
MONDO:0024465,MONDO:0024465,MONDO,False,already_mondo
EFO:1001991,MONDO:0043905,EFO,True,mapped
EFO:0000621,MONDO:0005072,EFO,True,mapped
Orphanet:654,MONDO:0019004,Orphanet,True,mapped
Orphanet:983,MONDO:8000015,Orphanet,True,mapped
MONDO:0005180,MONDO:0005180,MONDO,False,already_mondo
EFO:0006807,,EFO,False,unmapped
EFO:0008546,MONDO:0029000,EFO,True,mapped
MONDO:0009571,MONDO:0009571,MONDO,False,already_mondo
MONDO:0011962,MONDO:0011962,MONDO,False,already_mondo
MONDO:0000491,MONDO:0000491,MONDO,False,already_mondo
EFO:0920022,,EFO,False,unmapped
HP:0002960,,HP,False,skipped_prefix
EFO:1000355,MONDO:0006292,EFO,True,mapped
EFO:0008569,,EFO,False,unmapped
EFO:0009188,,EFO,False,unmapped
EFO:1000299,MONDO:0006249,EFO,True,mapped
EFO:1001955,,EFO,False,unmapped
MONDO:0002635,MONDO:0002635,MONDO,False,already_mondo
Orphanet:99750,MONDO:0020488,Orphanet,True,mapped
HP:0002721,,HP,False,skipped_prefix
EFO:0003778,MONDO:0011849,EFO,True,mapped
HP:0011947,,HP,False,skipped_prefix
EFO:0004994,MONDO:0011385,EFO,True,mapped
EFO:0003833,MONDO:0021211,EFO,True,mapped
EFO:0009646,MONDO:0015912,EFO,True,mapped
EFO:1000318,MONDO:0018310,EFO,True,mapped
